language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
pott1240,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,d,-
duru1236,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,d,-
koya1251,-,-,-,-,-,-,-,b,u,-,d,-,-,-,-,-,i,-,d,a
telu1262,-,-,-,-,-,-,-,b,u,-,d,-,-,-,-,-,i,-,d,a
nort2702,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,r,-
nort2699,-,-,-,-,-,-,-,b,u,-,g,-,-,-,-,-,i,-,-,-
bada1257,k,o,l,-,-,a,-,b,u,-,d,-,-,-,-,-,i,-,-,-
kota1263,-,-,-,-,-,-,-,p,o,-,d,u,a,t,u,k,3,-,-,-
koda1255,-,-,-,-,-,-,-,b,u,-,d,-,-,-,-,-,i,-,-,-
ravu1237,-,-,-,-,-,-,-,b,u,-,d,-,-,-,-,-,i,-,-,-
nucl1305,-,-,-,-,-,-,-,b,u,-,d,-,-,-,-,-,i,-,-,-
mala1464,t,-,S,a,r,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1464,t,-,S,-,-,a,m,b,a,-,l,-,-,-,-,-,-,-,-,-
tami1289,-,-,s,-,-,a,m,b,a,-,l,-,-,-,-,-,-,-,-,-
bett1235,-,-,-,-,-,-,-,p,i,-,d,-,-,-,-,-,i,-,-,-
tulu1258,t,-,-,-,-,-,-,S,o,n,y,-,-,-,-,-,a,-,-,-
tulu1258,t,-,-,-,-,-,-,S,u,n,y,-,-,-,-,-,a,-,-,-
toda1252,-,-,-,-,-,-,-,p,u,-,d,-,-,-,-,-,i,-,-,-
kuru1302,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,S,i,n,d,-
brah1256,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,s,-
