language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
pott1240,t,-,-,a,-,l,-,-,-,-
duru1236,t,-,-,e,-,l,-,-,-,-
koya1251,t,-,-,a,-,l,a,k,a,y
telu1262,t,-,-,a,-,l,a,-,-,-
nort2702,t,-,-,a,-,l,a,-,-,-
nort2699,t,-,-,a,-,l,-,-,-,-
bada1257,m,-,-,a,n,d,e,-,-,-
kota1263,m,-,-,a,n,d,3,-,-,-
koda1255,m,-,-,a,n,d,e,-,-,-
ravu1237,t,-,-,i,-,l,e,-,-,-
nucl1305,t,-,-,a,-,l,e,-,-,-
nucl1305,t,-,-,a,-,l,e,-,-,-
mala1464,S,i,r,a,-,s,3,-,-,-
mala1464,t,-,-,a,-,l,a,-,-,-
tami1289,t,-,-,a,-,l,3,-,-,-
bett1235,m,-,-,a,n,d,i,-,-,-
tulu1258,m,-,-,a,n,d,a,-,-,-
toda1252,m,-,-,a,-,t,3,-,-,-
kuvi1243,t,-,r,a,-,y,u,-,-,n
kuru1302,k,u,k,-,-,-,-,-,-,-
saur1249,k,u,k,u,-,d,u,-,-,-
brah1256,k,-,-,a,-,t,u,-,-,m
