language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
pott1240,-,-,-,-,-,-,-,-,-,-,-,t,-,a,l,t,S,e,n,t,-,-,i,-,-
pott1240,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,S,e,n,d,-,-,i,-,-
koya1251,-,-,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,l,-,-,k,-,-
koya1251,-,-,-,d,-,-,-,Z,-,-,u,t,-,u,-,-,-,-,-,l,-,-,-,-,-
telu1262,-,-,-,d,-,-,-,Z,-,-,u,t,-,-,-,-,-,-,-,-,-,-,u,-,-
telu1262,v,e,n,t,-,-,-,r,-,-,u,k,-,a,-,-,-,-,-,l,-,-,u,-,-
nort2702,-,-,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,l,-,-,-,-,-
nort2699,-,-,-,-,-,-,-,-,-,-,-,t,-,i,-,-,-,-,-,r,-,-,u,-,-
bada1257,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,a,m,e,-,-
kota1263,-,-,-,-,-,-,-,m,-,-,a,n,-,-,-,-,-,-,-,d,3,m,i,r,3
koda1255,-,-,-,-,-,-,-,-,-,-,-,t,-,e,-,-,-,-,-,l,a,m,i,-,-
ravu1237,-,-,-,-,-,-,-,-,-,-,-,t,-,i,-,-,-,-,-,l,a,m,i,-,-
nucl1305,-,-,-,-,-,-,-,k,-,-,u,d,-,a,-,-,-,-,-,l,-,-,u,-,-
nucl1305,-,-,-,-,-,-,-,k,-,-,u,d,-,a,-,-,-,-,-,l,-,-,u,-,-
mala1464,-,-,-,r,o,m,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1464,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,-,d,-,-,i,-,-
tami1289,-,-,-,-,-,-,-,m,a,-,i,-,-,-,-,-,-,-,-,r,-,-,3,-,-
tami1289,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,-,d,-,-,i,-,-
bett1235,-,-,-,-,-,-,-,t,a,k,3,-,-,-,-,-,-,-,-,r,-,-,3,-,-
tulu1258,-,-,-,-,-,-,-,k,-,-,u,d,Z,a,-,-,-,-,-,l,-,-,-,-,-
toda1252,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,s
kuvi1243,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-
kuru1302,-,-,-,-,-,-,-,-,-,-,-,t,S,u,-,-,-,-,-,t,-,-,i,-,-
saur1249,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-,-,-,-,l,-,-,i,-,-
brah1256,-,-,-,-,-,-,-,p,-,-,u,Z,-,-,-,-,-,-,-,Z,-,-,E,-,-
