language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
duru1236,v,e,-,-,n,-,-,-,-,-,-
koya1251,k,e,-,d,Z,-,-,-,a,-,-
telu1262,v,i,-,-,n,-,-,-,u,-,-
nort2702,k,e,n,d,Z,-,-,-,-,-,-
nort2699,v,i,n,t,-,-,-,-,i,-,-
bada1257,k,e,-,-,p,-,-,-,3,-,-
kota1263,k,e,-,-,l,-,-,-,3,-,-
koda1255,k,e,-,-,L,-,-,-,3,-,-
ravu1237,k,e,-,-,L,-,-,-,u,-,-
nucl1305,k,e,-,-,L,-,-,-,u,-,-
mala1464,k,e,-,-,l,k,u,g,a,-,-
tami1289,k,e,-,-,L,-,-,-,3,-,-
bett1235,k,3,-,-,L,-,-,-,-,-,-
tulu1258,k,e,n,a,r,-,-,-,a,-,-
toda1252,k,e,-,-,l,-,-,-,-,-,-
kuru1302,m,e,-,-,n,-,-,-,a,-,-
saur1249,m,e,-,-,n,-,-,p,o,-,-
saur1249,m,e,-,-,n,-,-,-,a,-,-
brah1256,b,i,-,-,n,-,-,-,i,n,g
