language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
pott1240,m,-,-,-,i,n,-,-,-,-
duru1236,k,e,-,-,i,-,-,-,-,-
koya1251,k,-,-,-,i,k,-,-,e,-
telu1262,t,-,-,S,e,p,-,-,a,-
nort2702,m,-,-,-,i,n,-,-,-,-
nort2699,g,u,-,d,i,-,-,-,-,-
bada1257,m,-,-,-,i,n,-,-,3,-
kota1263,m,-,-,-,i,n,-,-,3,-
koda1255,m,-,-,-,i,n,-,-,3,-
ravu1237,m,-,-,-,i,n,-,-,3,-
nucl1305,m,a,t,s,i,-,-,-,a,-
nucl1305,m,-,-,-,i,n,-,-,3,-
mala1464,m,-,-,-,a,l,s,y,a,m
mala1464,m,-,-,-,i,n,-,-,-,-
tami1289,m,-,-,-,i,n,-,-,3,-
bett1235,m,-,-,-,i,n,-,-,u,-
tulu1258,m,-,-,-,i,n,-,-,3,-
toda1252,m,-,-,-,i,n,-,-,-,-
kuru1302,-,-,-,-,i,n,d,Z,o,-
saur1249,m,-,-,-,i,n,d,-,u,-
brah1256,m,a,t,S,i,-,-,-,-,-
