language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
pott1240,-,-,-,m,a,-,n,-,-,-,-,-,-,-,-
duru1236,-,-,-,m,a,-,n,-,-,-,-,-,-,-,-
koya1251,i,s,i,k,e,-,-,-,-,-,-,-,-,-,-
telu1262,i,s,u,k,a,-,-,-,-,-,-,-,-,-,-
nort2702,u,s,-,k,e,-,-,-,-,-,-,-,-,-,-
nort2699,u,s,u,k,a,-,-,-,-,-,-,-,-,-,-
bada1257,-,-,-,p,a,-,k,-,-,-,-,-,e,-,-
koda1255,-,-,-,m,a,-,n,-,-,-,-,-,a,-,-
ravu1237,-,-,-,m,a,-,n,-,-,-,-,-,3,-,-
nucl1305,-,-,-,-,-,-,-,-,u,s,u,b,u,-,-
nucl1305,-,-,-,m,a,-,r,-,a,L,-,-,u,-,-
mala1464,-,-,-,m,a,-,n,-,-,-,-,-,a,l,-
tami1289,-,-,-,m,a,-,n,-,-,-,-,-,a,l,-
bett1235,-,-,-,m,a,-,n,-,-,-,-,-,a,l,3
tulu1258,-,-,-,p,o,y,y,-,-,-,-,-,a,-,-
toda1252,-,-,-,m,a,-,n,-,-,-,-,-,a,l,-
kuvi1243,-,-,-,b,a,-,l,-,-,-,-,-,i,-,-
kuru1302,t,-,-,S,a,-,l,k,u,r,-,-,u,-,-
saur1249,-,-,-,b,a,-,l,-,-,-,-,-,i,-,-
brah1256,-,-,-,-,-,-,r,-,-,-,-,-,e,k,-
