language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
duru1236,k,-,-,e,-,-,-,-,-,-,-,-,-,i,-
koya1251,-,-,-,e,r,-,-,-,-,-,r,-,-,a,-
telu1262,-,-,-,e,-,-,-,-,-,-,r,u,p,u,-
nort2702,y,-,-,e,r,-,-,-,-,-,r,-,-,a,g
nort2702,-,-,-,e,r,-,-,-,-,-,r,-,-,a,g
nort2699,y,-,-,e,r,u,-,-,-,-,d,-,-,i,-
bada1257,k,-,-,e,-,-,-,-,-,-,p,-,-,3,-
kota1263,n,-,-,e,-,-,-,-,-,-,t,-,-,i,r
koda1255,t,-,S,o,-,-,-,-,-,-,p,-,-,3,-
ravu1237,t,-,S,o,-,-,-,-,-,-,p,-,-,3,-
nucl1305,k,-,-,e,m,-,-,-,-,-,p,-,-,u,-
mala1464,t,-,S,u,m,a,-,-,-,-,p,-,-,3,-
tami1289,-,-,s,e,g,a,-,-,-,-,p,-,-,3,-
tami1289,-,-,s,e,v,a,-,-,-,-,p,-,-,3,-
tami1289,-,-,T,e,-,-,-,-,-,-,m,-,-,-,-
bett1235,t,i,s,3,g,a,n,d,a,n,g,-,-,i,-
tulu1258,k,-,-,e,m,-,-,-,-,-,p,-,-,u,-
toda1252,k,-,-,e,-,-,-,-,-,-,p,-,-,3,-
kuvi1243,g,-,-,a,d,-,-,-,-,-,g,-,-,a,-
kuvi1243,n,-,-,e,t,u,-,-,-,-,r,-,-,i,-
kuru1302,k,-,h,e,-,-,-,-,-,-,s,-,-,o,-
saur1249,-,-,-,e,-,-,-,-,-,-,s,-,-,o,-
brah1256,x,-,-,i,-,-,-,-,-,-,s,-,-,u,n
