language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
pott1240,-,-,-,t,S,u,-,-,-,-,-
koya1251,-,-,-,-,-,u,-,-,d,-,a
telu1262,-,-,-,t,S,u,-,-,d,-,u
nort2702,-,-,-,h,-,u,-,-,d,-,a
nort2699,-,-,-,t,-,a,-,-,n,-,a
bada1257,-,-,-,n,-,o,-,-,d,-,3
kota1263,-,-,-,n,-,o,-,-,t,-,3
koda1255,-,-,-,n,-,o,-,-,t,-,3
ravu1237,-,-,-,n,-,o,-,-,k,-,u
nucl1305,-,-,-,n,-,o,-,-,d,-,u
mala1464,k,a,-,n,-,u,-,-,k,-,a
tami1289,p,a,-,r,-,-,-,-,-,-,3
tami1289,k,a,-,n,-,-,-,-,-,-,-
bett1235,-,-,-,n,-,o,-,-,d,-,-
tulu1258,-,-,-,t,-,u,v,a,r,-,a
toda1252,-,-,-,n,-,u,-,-,t,-,-
kuru1302,y,e,r,n,-,-,-,-,-,-,a
saur1249,t,u,-,n,-,-,-,-,d,p,o
brah1256,-,u,-,n,-,i,n,-,g,-,-
