language,x1,x2,x3,x4,x5,x6,x7,x8
pott1240,-,-,n,-,e,-,-,-
duru1236,-,-,n,-,e,t,-,a
koya1251,-,-,n,-,e,y,-,-
telu1262,k,u,k,-,a,-,-,-
nort2702,-,-,n,-,e,y,-,-
nort2699,-,-,-,-,a,t,-,e
bada1257,-,-,n,-,-,-,-,e
kota1263,-,-,n,-,a,y,-,i
koda1255,-,-,n,-,a,y,-,i
ravu1237,-,-,n,-,a,y,-,i
nucl1305,-,-,n,-,a,y,-,i
mala1464,-,-,p,-,a,t,-,i
mala1464,-,-,n,-,a,y,-,a
tami1289,-,-,n,-,a,y,-,i
bett1235,-,-,n,-,a,y,-,3
tulu1258,-,-,n,-,a,y,-,i
toda1252,-,-,n,-,o,-,-,i
kuru1302,-,-,-,-,a,l,-,a
saur1249,-,-,k,-,u,t,S,o
brah1256,k,u,t,S,a,k,-,-
