language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
pott1240,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-
duru1236,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-
koya1251,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,u,-,-,-
telu1262,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,u,-,-,-
nort2702,-,-,-,d,Z,e,v,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2699,-,a,n,t,-,-,-,-,i,s,a,-,-,-,-,t,-,-,u,-,-,n
bada1257,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,m,-,b,3,-,-,-
kota1263,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,a,t,e,y
koda1255,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,3,-,-,-
ravu1237,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,o,-,-,-
nucl1305,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,u,-,-,-
mala1464,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,u,g,a,-
tami1289,-,-,-,s,-,a,p,-,3,-,-,-,-,-,-,d,-,-,3,-,-,-
bett1235,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-
tulu1258,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,a,r,a,-,-,-
toda1252,t,o,r,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-
kuvi1243,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,n,-,-,u,-,-,-
kuru1302,-,-,-,-,-,-,-,-,m,-,o,k,-,-,h,n,-,-,a,-,-,-
saur1249,-,-,-,l,-,-,-,-,-,-,a,-,-,-,p,-,-,-,a,-,-,h
saur1249,-,-,-,d,-,-,-,-,Z,-,a,g,o,l,p,-,-,-,a,-,-,h
brah1256,-,-,-,k,-,-,u,n,i,-,-,-,-,-,-,n,-,-,g,-,-,-
