language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
pott1240,-,-,u,n,-,-,-,-,-,-,-,-,-
duru1236,-,-,u,n,-,-,-,-,-,-,-,-,-
koya1251,-,-,u,n,-,-,u,-,-,-,-,-,-
telu1262,-,-,-,t,a,g,u,-,-,-,-,-,-
nort2702,-,-,u,n,-,-,-,-,-,-,-,-,-
nort2699,-,-,a,n,i,r,u,s,-,-,a,t,-
bada1257,-,k,u,d,a,p,-,-,-,-,3,-,-
kota1263,-,-,u,n,a,t,u,k,-,-,3,-,-
koda1255,-,k,u,d,i,-,-,p,-,-,a,-,-
ravu1237,-,k,u,d,i,-,-,p,-,-,3,-,-
nucl1305,-,k,u,d,i,-,-,y,-,-,o,d,u
nucl1305,-,k,u,d,i,-,-,-,-,-,-,-,-
mala1464,-,k,u,d,i,k,u,g,-,-,a,-,-
mala1464,-,k,u,t,i,-,-,-,-,-,-,-,-
tami1289,-,k,u,d,i,-,-,-,-,-,-,-,-
bett1235,-,k,u,d,i,-,-,-,-,-,-,-,-
tulu1258,-,p,a,r,i,-,-,y,a,r,a,-,-
toda1252,u,t,u,d,i,-,-,-,-,-,-,-,-
kuru1302,-,-,o,n,a,-,-,-,-,-,-,-,-
saur1249,-,h,o,n,a,-,-,-,-,-,-,-,-
brah1256,-,k,u,n,i,n,-,g,-,-,-,-,-
