language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
koya1251,p,-,-,-,-,e,-,k,-,-,a,-,l,-,-,-
koya1251,m,-,-,-,-,a,-,g,a,v,a,n,d,-,-,-
telu1262,m,-,-,-,-,a,-,g,a,v,a,-,d,-,u,-
telu1262,p,-,-,-,-,u,-,r,u,S,u,-,d,-,u,-
nort2702,m,-,-,-,-,a,n,k,-,-,a,-,l,-,-,-
nort2699,m,-,-,-,-,a,-,n,i,S,a,-,n,-,-,-
bada1257,k,-,-,-,-,a,n,d,u,m,u,-,g,-,a,-
kota1263,g,-,-,-,-,a,n,-,-,m,a,-,g,-,u,-
koda1255,-,-,-,-,-,a,n,a,-,-,a,-,L,-,3,-
ravu1237,p,-,-,-,-,a,n,-,-,-,i,-,y,-,a,-
nucl1305,g,-,-,-,-,a,n,d,-,-,a,-,s,-,u,-
nucl1305,p,-,-,-,-,u,-,r,-,-,u,-,S,-,a,-
mala1464,p,u,r,u,S,a,n,-,-,-,-,-,-,-,-,-
mala1464,-,-,-,-,-,a,n,-,-,-,-,-,-,-,3,-
tami1289,-,-,-,-,-,a,m,b,-,-,-,-,L,-,e,-
tami1289,-,-,-,-,-,a,n,-,-,-,-,-,-,-,-,-
tami1289,-,-,-,-,-,a,n,-,-,-,-,-,-,-,3,-
bett1235,g,-,-,-,-,3,n,d,-,-,a,-,L,-,3,-
tulu1258,-,-,-,-,-,a,n,d,-,-,-,-,Z,v,u,-
toda1252,-,-,-,-,-,a,l,-,-,-,-,-,-,-,o,m
kuvi1243,k,-,-,-,-,o,d,-,-,-,o,-,m,-,i,-
kuvi1243,d,-,-,-,-,o,l,-,-,-,a,-,-,-,-,-
kuvi1243,k,-,-,-,-,a,k,-,-,-,a,-,s,-,i,-
kuru1302,m,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-
saur1249,m,-,-,-,-,u,-,d,-,-,-,-,s,-,a,-
brah1256,n,-,-,-,-,a,-,r,e,-,e,-,n,-,3,-
