language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
duru1236,-,-,-,k,-,-,-,i,-,-,T,-,-,-,-
koya1251,-,-,-,n,-,-,-,e,g,a,d,-,-,-,-
koya1251,-,-,-,k,-,-,-,i,-,-,s,-,-,-,-
telu1262,-,a,-,g,-,-,-,i,-,-,-,-,-,-,-
telu1262,m,a,-,n,-,t,-,a,-,-,-,-,-,-,-
telu1262,-,-,-,n,-,-,-,i,-,-,p,-,-,u,-
nort2702,-,-,-,t,a,d,m,i,-,-,-,-,-,-,-
nort2699,-,-,-,k,-,-,-,i,-,-,s,-,-,-,-
bada1257,-,-,-,k,-,-,-,i,t,-,S,-,-,3,-
kota1263,-,-,-,n,-,-,-,i,-,-,p,-,-,u,-
koda1255,-,-,-,t,-,-,-,i,t,-,-,-,-,a,-
ravu1237,-,-,-,t,-,-,-,i,-,-,-,-,-,-,-
nucl1305,b,e,n,k,-,-,-,i,-,-,-,-,-,-,-
mala1464,-,a,g,n,-,-,-,i,-,-,-,-,-,-,-
mala1464,-,-,-,t,-,-,-,e,-,-,-,-,-,-,-
tami1289,-,-,-,t,-,-,-,e,-,-,-,-,-,-,-
tami1289,-,-,-,n,-,-,-,e,r,u,p,-,-,u,-
bett1235,-,-,-,t,-,-,-,i,-,-,s,-,-,3,-
tulu1258,-,-,-,t,-,-,-,u,-,-,v,-,-,u,-
toda1252,-,-,-,t,-,-,-,i,-,-,t,-,-,3,-
kuvi1243,d,a,-,n,-,k,-,e,-,-,r,-,-,e,-
kuru1302,-,-,-,t,-,-,S,i,t,-,S,-,-,-,-
saur1249,-,-,-,t,-,-,S,i,t,-,S,a,d,u,-
brah1256,-,-,-,x,-,-,-,a,-,-,x,-,-,a,r
