language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
koya1251,-,-,-,-,-,a,-,v,a,-,k,-,-,-,a,-,-
telu1262,t,-,-,-,S,a,m,p,-,-,-,-,-,-,u,-,-
nort2702,k,-,-,-,h,a,-,t,a,m,k,-,-,-,i,-,-
nort2702,h,-,-,-,-,a,-,v,-,-,k,-,-,-,a,-,-
nort2699,-,-,-,-,-,a,-,l,a,n,g,-,-,t,a,-,n
bada1257,k,-,-,-,-,o,-,p,-,-,-,-,-,-,3,-,-
kota1263,t,-,-,-,-,a,-,v,-,-,-,-,-,-,i,-,r
koda1255,k,-,-,-,-,o,-,l,-,-,-,-,-,-,3,-,-
ravu1237,k,-,-,-,-,o,-,l,-,-,-,-,-,-,3,-,-
nucl1305,k,-,-,-,-,o,-,l,-,-,-,-,-,-,u,-,-
mala1464,k,-,-,-,-,o,-,l,u,-,g,-,-,-,a,-,-
tami1289,k,-,-,-,-,o,-,l,-,-,-,-,-,-,3,-,-
bett1235,k,e,n,-,g,a,-,L,-,-,-,-,-,-,-,-,-
tulu1258,k,e,r,i,y,a,-,r,-,-,-,-,-,-,a,-,-
toda1252,k,-,-,-,-,e,-,d,u,-,k,i,s,t,i,-,-
kuru1302,-,-,-,-,-,e,-,d,a,-,b,-,-,n,a,-,-
saur1249,b,-,-,-,-,a,-,d,Z,-,p,-,-,-,o,-,-
brah1256,k,-,-,-,-,a,-,s,-,-,f,-,-,-,i,n,g
