language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
koya1251,-,-,-,-,m,-,-,-,-,a,-,-,n,d,-,-,-,-,u,-,-,-
telu1262,-,-,-,-,m,-,-,-,-,a,-,-,n,d,-,-,-,-,u,-,-,-
telu1262,-,-,-,-,k,-,-,-,-,a,-,-,-,l,-,-,-,-,u,-,-,-
nort2702,-,-,-,-,n,-,-,-,-,i,-,-,-,r,-,-,-,-,u,-,s,-
nort2699,-,-,-,-,g,-,-,-,-,o,-,-,n,d,-,-,k,-,a,-,-,-
bada1257,-,-,-,-,k,-,-,-,-,i,-,-,-,t,S,i,k,d,3,-,-,-
kota1263,-,-,-,-,k,-,-,-,-,a,-,-,-,t,-,-,-,-,o,-,-,-
koda1255,t,-,-,-,S,-,-,-,-,u,-,-,-,d,-,-,-,-,3,-,-,-
ravu1237,t,-,-,-,S,-,-,-,-,u,-,-,-,d,-,-,-,-,3,-,-,-
nucl1305,-,-,-,-,s,-,-,-,-,u,-,-,-,d,-,-,-,-,u,-,-,-
mala1464,-,-,-,-,k,-,-,-,-,a,-,-,-,t,-,i,k,-,u,-,g,a
tami1289,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,i,-,-,-
bett1235,-,-,-,-,k,-,-,-,-,a,-,-,-,t,-,-,-,-,u,-,-,-
bett1235,-,-,-,-,b,-,-,-,y,a,-,-,-,L,-,-,-,-,-,-,-,-
tulu1258,-,-,-,-,p,o,t,a,v,a,-,-,-,r,-,-,-,-,a,-,-,-
toda1252,t,i,k,u,k,-,-,-,-,a,-,-,-,t,-,i,-,t,i,-,-,-
kuru1302,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,n,-,a,-,-,-
saur1249,-,-,-,-,m,-,-,-,-,e,-,-,-,d,-,-,-,-,a,-,-,-
brah1256,-,-,-,-,x,-,-,-,-,a,x,a,r,t,-,i,n,-,i,n,g,-
