language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
pott1240,t,-,-,-,-,-,-,-,i,t,3,-
koya1251,p,i,t,e,k,-,-,-,u,-,-,-
telu1262,p,-,-,-,-,-,-,-,i,t,a,-
telu1262,p,-,-,a,k,-,S,-,i,-,-,-
nort2702,p,-,-,-,-,-,-,-,i,t,3,-
nort2699,p,-,-,-,-,-,-,-,i,t,a,-
kota1263,p,-,-,a,k,-,-,-,i,g,a,L
koda1255,p,-,-,a,k,-,S,-,i,-,-,-
ravu1237,p,-,-,a,k,t,S,-,i,-,-,-
nucl1305,p,-,-,a,k,-,S,-,i,-,-,-
nucl1305,h,-,-,a,k,-,-,-,i,-,-,-
mala1464,-,-,-,-,k,i,l,-,i,-,-,-
mala1464,p,-,-,a,k,-,S,-,i,-,-,-
tami1289,p,-,-,a,r,a,v,a,i,-,-,-
bett1235,p,-,-,i,k,-,-,-,i,-,-,-
tulu1258,p,-,-,a,k,-,-,-,i,-,-,-
toda1252,p,-,-,a,r,a,v,a,i,-,-,-
kuvi1243,m,-,-,-,-,-,-,-,i,n,u,-
kuru1302,-,-,-,-,-,-,-,-,o,d,a,-
saur1249,p,-,-,u,d,-,Z,-,u,d,u,-
brah1256,-,-,-,-,t,-,S,-,o,k,-,-
