language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
pott1240,-,-,-,-,-,-,-,-,n,-,-,e,l,i,n,-,g,-
duru1236,-,-,-,-,-,-,-,-,n,-,-,e,l,i,5,-,-,-
koya1251,-,-,-,-,-,-,-,-,n,-,-,e,l,a,-,-,-,-
koya1251,-,-,-,-,-,-,s,a,n,-,-,-,d,a,m,a,m,a
telu1262,-,-,-,-,t,-,S,e,n,d,r,u,d,u,-,-,-,-
nort2702,-,-,-,-,d,-,Z,a,n,-,-,-,g,o,-,-,-,-
nort2699,-,-,-,-,-,-,-,-,n,-,-,e,l,a,-,-,-,-
bada1257,-,-,-,-,t,-,-,i,n,-,-,-,g,u,v,-,-,a
kota1263,-,-,-,-,-,-,-,u,n,-,-,-,-,a,v,-,-,3
kota1263,-,-,-,-,-,-,-,-,n,-,-,e,l,a,v,-,-,3
koda1255,-,-,-,-,t,-,S,e,n,d,-,-,r,a,-,-,-,-
ravu1237,n,i,l,a,t,-,S,i,-,-,-,-,-,-,-,-,-,-
nucl1305,-,-,-,-,t,-,S,e,n,d,-,-,r,a,-,-,-,-
nucl1305,-,-,-,-,-,-,T,a,n,d,-,-,r,a,-,-,-,-
mala1464,-,-,-,-,t,-,S,e,n,d,-,-,r,a,n,-,-,-
tami1289,-,-,-,-,-,-,-,-,n,-,-,i,l,a,-,-,-,-
tami1289,-,-,-,-,-,-,T,a,n,t,-,i,r,a,4,-,-,-
bett1235,-,-,-,-,-,-,p,3,-,-,-,-,r,i,-,-,-,-
tulu1258,-,-,-,-,t,-,S,e,n,d,-,-,r,e,-,-,-,-
toda1252,-,-,-,-,-,-,-,-,n,-,-,i,l,a,-,-,-,-
kuvi1243,-,-,-,-,l,-,-,e,n,d,-,-,Z,u,-,-,-,-
kuru1302,-,-,-,-,t,-,S,a,n,-,-,-,d,o,-,-,-,-
saur1249,-,-,-,-,-,-,b,i,l,-,-,p,d,u,-,-,-,-
brah1256,-,-,-,-,t,u,b,e,-,-,-,-,-,-,-,-,-,-
