language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
pott1240,k,u,-,-,-,r,-,e,-,-
duru1236,-,v,-,a,-,r,-,-,-,-
koya1251,-,v,-,e,-,r,-,-,-,-
telu1262,-,v,-,e,-,r,-,u,-,-
nort2702,-,h,-,i,-,r,-,-,-,-
nort2699,-,v,-,e,-,r,k,a,-,m
bada1257,-,p,-,e,-,r,-,3,-,-
koda1255,-,b,-,e,-,r,-,3,-,-
ravu1237,-,b,-,e,-,r,-,3,-,-
nucl1305,-,b,-,e,-,r,-,u,-,-
mala1464,-,v,-,e,-,r,-,3,-,-
tami1289,-,v,-,e,-,r,-,3,-,-
bett1235,-,b,y,a,-,r,-,3,-,-
tulu1258,-,b,-,e,-,r,-,u,-,-
toda1252,-,v,-,e,-,r,-,-,-,-
kuvi1243,-,v,-,e,-,r,-,-,-,-
kuru1302,-,p,-,a,-,d,-,a,-,-
saur1249,-,b,-,a,n,d,-,a,-,-
brah1256,-,-,-,-,-,r,-,o,t,E
