language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
duru1236,-,-,-,m,a,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-
koya1251,-,-,-,-,u,n,-,d,-,-,-,-,-,Z,a,t,-,a,m,-,-,-
telu1262,-,-,-,-,-,n,i,d,-,-,-,-,-,r,-,-,-,a,p,o,v,u
nort2702,-,-,-,m,i,n,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nort2699,-,-,i,m,a,n,-,-,-,-,-,-,-,g,-,s,-,a,-,-,t,i
bada1257,-,-,-,-,o,-,-,r,-,-,-,3,-,g,3,d,-,3,-,-,-,-
kota1263,-,-,-,-,o,-,-,r,-,-,-,3,-,g,-,-,-,3,-,-,-,-
koda1255,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ravu1237,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nucl1305,-,-,-,n,i,-,-,d,-,-,-,-,-,r,i,s,-,o,-,-,-,-
nucl1305,-,-,-,m,a,-,-,l,-,-,-,a,-,g,-,-,-,u,-,-,-,-
mala1464,-,-,-,-,u,-,-,r,-,-,-,a,n,g,u,g,-,a,-,-,-,-
tami1289,-,-,-,t,u,-,-,-,-,-,-,-,n,g,-,-,-,3,-,-,-,-
tami1289,-,-,-,-,u,-,-,r,-,-,-,a,N,k,-,-,-,u,-,-,-,-
bett1235,-,-,-,-,a,-,-,r,-,-,-,-,-,g,-,-,-,u,-,-,-,-
tulu1258,d,Z,i,p,a,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-
toda1252,-,-,-,-,o,-,-,r,-,-,-,-,-,k,-,h,-,3,-,-,-,-
kuru1302,k,-,-,h,a,n,-,d,-,-,-,-,-,-,a,r,n,a,-,-,-,-
saur1249,-,-,-,-,a,n,-,-,-,-,-,-,-,-,3,-,-,a,-,-,-,-
saur1249,-,-,-,-,a,n,-,d,a,r,p,o,-,k,o,d,-,a,-,-,-,-
brah1256,-,-,-,x,a,-,-,t,-,S,-,i,n,g,-,-,-,-,-,-,-,-
