language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
pott1240,-,-,e,-,-,n,a,t,-,-,-,-,-,-
duru1236,-,-,-,-,-,n,a,t,-,-,-,-,o,-
koya1251,-,b,a,-,-,-,-,t,-,-,-,-,a,-
telu1262,-,-,e,-,-,m,i,t,-,-,-,-,i,-
telu1262,-,-,e,-,-,n,-,t,-,-,-,-,i,-
telu1262,-,-,e,-,-,m,-,-,-,-,-,-,i,-
nort2702,-,b,a,-,-,-,-,t,-,-,-,-,a,l
nort2699,-,-,e,-,-,m,-,-,-,-,-,-,-,-
bada1257,-,-,e,-,-,n,-,-,-,-,-,-,3,-
kota1263,-,-,e,t,a,n,-,-,-,-,-,-,3,-
koda1255,-,y,e,-,-,n,-,t,-,-,-,-,3,-
ravu1237,-,-,e,-,-,n,-,t,-,-,-,-,a,i
nucl1305,-,y,e,-,-,n,-,-,-,-,-,-,u,-
mala1464,-,-,e,-,-,n,-,d,-,-,-,-,3,-
tami1289,-,-,e,-,-,n,-,-,-,-,-,-,e,-
bett1235,a,y,i,-,-,n,-,d,-,-,-,-,i,-
tulu1258,-,-,e,-,-,n,-,t,S,i,n,-,a,-
toda1252,-,-,i,-,-,n,-,-,-,-,-,-,o,-
kuvi1243,-,-,e,-,-,n,-,-,-,-,-,-,a,-
kuru1302,-,y,e,-,-,n,-,d,-,-,r,-,a,-
saur1249,-,-,i,-,-,n,-,d,-,-,r,-,a,n
saur1249,-,-,i,-,-,n,-,d,-,i,r,d,u,-
brah1256,-,-,a,-,-,n,-,t,-,-,-,-,3,-
