language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
duru1236,-,-,-,-,p,-,a,-,-,-,-,-,-,-,i,-,-,-
koya1251,-,-,-,-,p,-,a,t,-,S,-,-,-,-,a,-,-,-
telu1262,-,-,-,-,p,-,a,t,-,S,-,-,-,-,a,-,-,-
nort2702,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,-
nort2702,-,-,-,-,p,-,a,t,-,S,-,-,-,-,a,-,-,d
nort2699,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,g,u,r
bada1257,-,-,-,-,p,-,a,t,-,S,-,-,-,-,e,-,-,-
kota1263,-,-,-,-,p,-,a,t,-,S,-,-,-,-,3,-,-,-
koda1255,-,-,-,-,p,-,a,t,-,S,-,-,-,-,e,-,-,-
ravu1237,-,-,-,-,p,-,a,t,-,S,-,-,-,-,e,-,-,-
nucl1305,-,-,-,-,h,-,a,-,-,s,-,-,-,-,i,r,u,-
mala1464,-,-,-,-,p,-,a,t,-,S,-,-,-,-,a,-,-,-
tami1289,-,-,-,-,p,-,a,t,-,S,-,-,-,-,3,-,-,-
bett1235,-,-,-,-,p,-,a,-,-,s,l,a,n,g,i,-,-,-
tulu1258,-,-,-,-,p,-,a,t,-,S,-,-,-,-,e,-,-,-
toda1252,-,-,-,-,p,-,a,t,-,S,-,a,-,-,i,-,-,-
kuvi1243,-,-,-,-,k,-,a,-,-,s,-,u,-,l,i,-,-,-
kuvi1243,n,i,-,-,l,-,i,-,-,-,-,-,-,-,a,-,-,-
kuvi1243,-,a,k,u,p,-,a,t,-,S,-,-,-,-,a,-,-,-
kuru1302,-,-,-,-,h,-,a,r,i,y,-,-,-,-,a,r,-,-
saur1249,-,-,-,-,r,-,a,n,-,-,-,-,-,-,a,l,o,-
brah1256,-,-,-,-,g,u,a,n,-,-,-,a,-,k,i,-,-,-
