language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
duru1236,-,-,T,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-
koya1251,d,o,l,-,-,-,-,a,-,-,-,-,t,-,-,-,-,a,m,-,-,-
telu1262,t,-,S,-,-,-,-,a,-,-,-,-,t,-,-,-,S,i,p,o,v,u
nort2702,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2699,t,i,g,-,-,-,-,-,-,-,-,-,t,-,-,-,-,e,n,-,-,-
bada1257,-,-,s,-,-,-,-,a,v,-,-,a,d,-,-,-,-,3,-,-,-,-
kota1263,-,-,t,-,-,-,-,a,v,-,-,-,-,-,-,-,-,3,-,-,-,-
koda1255,t,-,S,-,-,-,-,-,L,-,-,-,-,-,-,-,-,a,-,-,-,-
ravu1237,t,-,S,-,-,-,-,a,L,-,-,-,-,-,-,-,-,a,-,-,-,-
nucl1305,-,-,s,-,-,-,-,a,y,-,-,-,-,-,-,-,-,i,-,-,-,-
mala1464,-,-,m,-,-,-,-,a,r,-,-,i,k,u,-,-,g,a,-,-,-,-
tami1289,-,-,s,-,-,-,-,a,t,-,-,-,-,3,-,-,p,o,-,-,-,-
tami1289,t,-,S,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bett1235,-,-,m,-,-,-,-,a,r,-,-,-,d,-,-,-,-,o,-,-,g,-
tulu1258,-,-,s,-,-,-,-,a,y,-,y,a,r,-,-,-,-,a,-,-,-,-
toda1252,-,-,k,-,-,-,-,e,-,-,-,-,d,u,o,i,s,i,-,-,-,-
kuru1302,k,-,h,e,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saur1249,k,-,-,e,3,a,n,a,k,e,3,i,d,-,-,-,-,a,-,-,h,-
brah1256,-,-,k,-,-,-,-,a,h,-,-,-,-,-,-,-,-,i,n,-,g,-
