language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
duru1236,-,-,-,m,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-
koya1251,-,-,-,-,-,u,-,-,n,-,-,d,-,-,-,-,-,Z,-,-,a,-,-,-
telu1262,-,-,-,p,-,a,-,-,-,-,-,d,-,u,-,-,-,k,o,n,u,-,-,-
nort2702,-,-,-,-,-,-,-,-,-,-,-,d,-,o,-,-,l,s,-,-,i,-,-,-
nort2702,-,-,-,m,-,i,-,-,n,-,-,d,-,-,-,-,-,s,-,-,i,-,-,-
nort2699,l,-,a,b,-,a,-,-,-,-,-,d,m,u,-,-,d,s,a,t,i,-,-,-
bada1257,-,-,-,h,-,a,-,-,-,-,-,d,-,a,-,-,v,-,-,-,3,-,-,-
koda1255,-,-,-,b,-,u,-,-,d,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-
ravu1237,-,-,-,b,-,i,-,-,n,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-
nucl1305,-,-,-,m,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,g,u
mala1464,-,-,-,k,-,i,-,-,-,-,-,d,-,a,k,u,g,-,-,-,a,-,-,-
tami1289,-,-,-,p,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,3,-,-,-
tami1289,-,-,-,k,-,e,-,-,-,-,-,d,-,-,-,-,-,-,-,-,3,-,-,-
bett1235,-,-,-,b,-,a,t,-,n,u,i,r,-,-,-,-,-,-,-,-,-,-,-,-
bett1235,-,-,-,b,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-
tulu1258,-,-,-,b,-,u,r,o,n,-,a,r,-,-,-,-,-,-,-,-,a,-,-,-
toda1252,-,-,-,p,o,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,m
toda1252,-,-,-,p,o,a,-,-,-,-,-,t,-,-,-,-,t,S,-,-,i,-,-,-
kuru1302,-,-,-,f,-,a,-,-,-,-,-,s,-,i,-,-,-,y,-,-,a,-,r,-
kuru1302,-,-,-,p,-,a,-,-,-,-,-,-,-,i,-,-,-,h,-,-,a,-,-,-
saur1249,-,-,-,k,-,o,-,-,-,-,-,d,-,-,-,-,-,p,-,-,o,-,-,-
brah1256,d,r,o,g,t,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,n,g,-
