language,x1,x2,x3,x4,x5,x6,x7,x8
pott1240,-,-,-,n,i,r,-,-
duru1236,-,-,-,n,i,r,-,-
koya1251,-,-,-,-,e,r,u,-
telu1262,-,-,-,n,i,L,u,-
telu1262,-,-,-,n,i,r,u,-
nort2702,-,-,-,y,e,r,-,-
nort2699,-,-,-,-,i,r,-,-
bada1257,-,-,-,n,i,r,3,-
kota1263,-,-,-,n,i,r,-,-
koda1255,-,-,-,n,i,r,3,-
ravu1237,-,-,-,n,i,r,u,-
nucl1305,-,-,-,n,i,r,u,-
mala1464,-,-,-,y,a,l,a,m
mala1464,-,-,-,v,e,l,a,m
tami1289,-,-,-,n,i,r,3,-
tami1289,t,a,n,n,i,-,-,-
bett1235,-,-,-,n,i,r,3,-
tulu1258,-,-,-,n,i,r,3,-
toda1252,-,-,-,n,i,r,-,-
kuvi1243,-,-,-,-,e,y,u,-
kuru1302,-,a,-,m,-,-,-,-
saur1249,h,a,-,m,-,d,u,-
brah1256,-,-,-,d,i,r,-,-
