language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
pott1240,-,-,-,a,m,-,-,-,-,-,-
duru1236,-,-,-,a,m,-,-,-,-,-,-
koya1251,m,-,-,a,m,-,-,-,a,-,-
koya1251,m,-,-,a,n,-,-,-,a,d,u
telu1262,m,-,-,e,m,-,-,-,u,-,-
telu1262,m,a,n,a,m,-,-,-,u,-,-
nort2702,m,-,-,a,m,-,-,-,o,t,-
nort2699,-,-,-,a,m,d,-,-,3,-,-
bada1257,n,-,-,a,n,g,-,-,a,-,-
kota1263,-,-,-,a,m,-,-,-,e,-,-
koda1255,n,-,-,a,n,g,-,-,a,-,-
ravu1237,n,-,-,a,n,g,-,-,a,-,-
nucl1305,n,-,-,a,v,-,-,-,u,-,-
mala1464,n,-,-,a,m,-,-,-,a,l,-
mala1464,n,-,-,a,m,-,-,-,-,-,-
tami1289,n,-,-,a,n,g,-,-,a,-,-
tami1289,n,-,-,a,m,-,-,-,-,-,-
bett1235,y,-,-,a,n,g,-,-,3,-,-
bett1235,n,-,-,a,n,g,-,-,3,-,-
tulu1258,y,-,-,a,n,k,u,l,u,-,-
toda1252,-,-,-,o,m,-,-,-,-,-,-
kuvi1243,m,-,-,a,m,b,-,-,u,-,-
kuru1302,n,-,-,a,m,-,-,-,-,-,-
saur1249,n,-,-,a,m,-,-,-,u,-,-
brah1256,n,-,-,a,n,-,-,-,-,-,-
