language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
duru1236,-,-,p,-,a,5,i,l,-,-,-,-,-,-,-,-,-
koya1251,-,-,s,-,a,-,-,l,-,-,-,-,-,-,-,a,-
telu1262,t,-,S,-,a,-,-,l,-,-,-,-,-,-,-,a,-
nort2702,-,-,s,-,a,-,-,l,-,-,-,-,-,-,-,a,g
nort2699,-,-,p,-,a,-,-,n,-,-,-,-,-,-,-,i,-
bada1257,-,-,k,-,o,-,-,r,u,-,-,-,v,-,-,3,-
kota1263,-,-,k,-,o,-,-,r,-,-,-,-,v,-,-,3,-
koda1255,k,o,t,-,a,-,-,-,-,-,-,-,-,-,-,-,-
koda1255,-,-,t,-,a,-,-,l,i,n,d,-,Z,a,d,3,-
ravu1237,-,-,t,-,a,-,-,n,i,-,d,-,Z,-,-,e,-
nucl1305,-,-,t,-,a,n,-,n,i,-,-,-,g,-,-,e,-
mala1464,-,-,t,-,a,-,-,n,u,-,-,-,p,-,-,3,-
tami1289,-,-,k,-,u,-,-,L,i,-,r,t,S,-,-,i,-
bett1235,-,-,s,-,3,y,-,l,i,-,-,-,y,-,-,3,-
tulu1258,-,-,t,S,a,-,-,-,-,-,-,-,p,-,-,a,-
toda1252,-,-,k,-,o,-,-,r,-,-,-,-,t,-,-,i,-
kuru1302,-,-,k,-,-,-,-,-,i,-,-,-,r,-,n,a,-
saur1249,-,-,k,-,-,-,-,-,i,-,-,-,v,-,-,a,-
saur1249,-,-,p,-,a,-,-,n,i,-,-,-,y,-,-,a,-
brah1256,-,-,y,-,a,-,-,-,-,-,-,-,x,-,-,-,-
brah1256,-,-,y,-,a,-,-,k,-,-,-,-,h,-,-,-,-
