language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
pott1240,k,a,-,-,-,p,-,-,-,-,e,-,-,-,-,-,-,-,-
koya1251,-,-,-,-,-,m,-,-,-,-,e,-,t,-,-,-,a,-,-
koya1251,g,u,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,l
telu1262,-,-,-,-,-,p,a,r,-,v,a,-,t,-,-,-,a,m,u
telu1262,-,-,-,-,-,-,-,-,-,k,o,n,d,-,-,-,a,-,-
nort2702,-,-,-,-,-,m,-,-,-,-,e,-,t,-,-,-,a,-,-
nort2699,d,a,n,d,i,m,-,-,-,-,e,-,t,-,-,-,-,-,-
bada1257,-,-,-,-,-,m,-,-,-,-,a,-,l,-,-,-,e,-,-
kota1263,-,-,-,-,-,v,-,-,-,-,e,-,t,-,u,m,e,-,-
koda1255,-,-,-,-,-,k,-,-,-,-,u,n,d,-,-,-,3,-,-
ravu1237,-,-,-,-,-,k,-,-,-,-,u,n,d,-,-,-,3,-,-
nucl1305,-,-,-,-,-,b,-,-,-,-,e,-,t,-,-,-,a,-,-
mala1464,-,-,-,-,-,p,-,-,-,-,a,-,r,v,a,t,a,-,m
mala1464,-,-,-,-,-,m,-,-,-,-,a,-,l,-,-,-,a,-,-
tami1289,-,-,-,-,-,m,-,-,-,-,a,-,l,-,-,-,a,-,i
bett1235,-,-,-,-,-,b,-,-,-,-,3,-,t,-,-,-,3,-,-
tulu1258,-,-,-,-,-,d,-,-,-,-,a,-,r,-,-,-,i,-,-
toda1252,-,-,-,-,-,t,-,-,-,-,i,-,t,-,-,-,3,-,-
kuru1302,-,-,-,-,-,p,-,-,-,-,a,r,t,-,-,-,a,-,-
saur1249,-,-,-,-,-,b,e,d,o,p,a,h,-,-,-,-,a,d,i
brah1256,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,S
