language,x1,x2,x3,x4,x5,x6
kumy1244,-,o,l,t,u,r
noga1249,-,o,l,t,u,r
kara1464,-,o,l,t,u,r
kara1465,-,o,l,t,u,r
kara1467,-,o,-,t,u,r
kaza1248,-,o,-,t,u,r
kirg1245,-,o,l,t,u,r
uzbe1247,-,o,-,t,i,r
uigh1240,-,o,l,t,u,r
bash1264,-,u,l,t,u,r
midd1325,-,u,-,t,u,r
bara1273,-,o,-,t,u,r
nort2686,-,o,-,t,u,r
sout2694,-,o,-,t,u,r
oldu1238,-,o,-,l,u,r
gaga1249,-,o,-,t,u,r
anat1259,-,o,-,t,u,r
crim1257,-,o,-,t,u,r
nort2697,-,o,-,t,u,r
turk1304,-,o,-,t,u,r
sala1264,-,o,-,t,u,r
west2402,-,o,l,t,u,r
khak1248,-,o,-,d,u,r
shor1247,-,o,-,d,u,r
midd1324,-,o,-,l,u,r
tuvi1240,-,o,-,l,u,r
tofa1248,-,o,-,l,u,r
turk1303,y,u,-,-,o,r
dolg1241,-,o,-,l,o,r
yaku1245,-,o,-,l,o,r
chuv1255,-,-,-,l,a,r
