language,x1,x2,x3
kumy1244,-,a,t
noga1249,-,a,t
kara1464,-,a,d
kara1465,-,a,t
kara1467,-,a,t
kaza1248,-,a,t
kirg1245,-,a,t
uigh1240,-,a,t
nort2686,-,a,t
sout2694,-,a,t
crim1257,-,a,d
gaga1249,-,a,d
nort2697,-,a,d
turk1304,-,a,t
khak1248,-,a,t
shor1247,-,a,t
sala1264,-,a,t
west2402,-,a,t
turk1303,-,a,t
tuvi1240,-,a,t
dolg1241,-,a,t
yaku1245,-,a,t
chuv1255,y,a,t
