language,x1,x2,x3,x4,x5
kumy1244,t,a,p,-,-
noga1249,t,a,p,-,-
kara1464,t,a,p,-,-
kara1465,t,a,b,-,-
kara1467,t,a,p,-,-
kaza1248,t,a,p,-,-
kirg1245,t,a,p,-,-
uzbe1247,t,o,p,-,-
uigh1240,t,a,p,-,-
bash1264,t,a,p,-,-
midd1325,t,a,p,-,-
bara1273,t,a,p,-,-
nort2686,t,a,p,-,-
sout2694,t,a,p,-,-
oldu1238,-,-,b,u,l
oldu1238,t,a,p,-,-
gaga1249,-,-,b,u,l
anat1259,-,-,b,u,l
crim1257,-,-,b,u,l
crim1257,t,a,p,-,-
nort2697,t,a,p,-,-
turk1304,t,a,p,-,-
sala1264,t,a,p,-,f
west2402,t,a,p,-,-
khak1248,t,a,p,-,-
shor1247,t,a,p,-,-
midd1324,t,a,p,-,-
tuvi1240,t,u,p,-,-
tofa1248,t,u,p,-,-
turk1303,-,-,b,u,l
dolg1241,-,-,b,u,l
yaku1245,-,-,b,u,l
chuv1255,t,u,p,-,-
