language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,y,u,l,d,u,z
noga1249,-,y,u,l,d,u,z
kara1464,-,y,u,l,d,u,z
kara1465,-,j,u,l,d,u,z
kara1467,-,Z,u,l,d,u,z
kaza1248,-,Z,u,l,d,u,z
kirg1245,-,j,u,l,d,u,z
uigh1240,-,y,u,l,t,u,z
bash1264,-,y,o,n,d,o,8
nort2686,-,y,u,l,d,u,s
sout2694,-,j,u,l,d,u,s
crim1257,-,y,u,l,d,u,z
gaga1249,-,y,u,l,d,u,z
nort2697,-,-,u,l,d,u,z
turk1304,-,y,u,l,d,u,z
khak1248,t,S,u,l,t,u,s
shor1247,t,S,u,l,t,u,s
sala1264,-,y,u,l,t,u,s
west2402,-,y,u,l,t,u,s
turk1303,-,y,u,l,d,u,z
tuvi1240,-,s,u,l,d,u,s
dolg1241,-,h,u,l,-,u,s
yaku1245,-,s,u,l,-,u,s
chuv1255,-,S,o,l,d,o,r
