language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,-,y,e,-,t,k,i,r,-,-,-
noga1249,-,y,e,-,t,k,i,r,-,-,-
kara1464,-,-,e,-,t,k,i,r,-,-,-
kara1465,-,j,e,-,t,g,i,r,-,-,-
kara1467,-,Z,e,-,t,-,e,l,-,-,-
kaza1248,-,Z,e,-,t,-,e,l,-,-,-
kirg1245,-,j,e,-,t,-,e,l,-,-,-
uigh1240,-,y,e,-,t,-,E,l,-,-,-
bash1264,-,y,i,-,t,-,E,l,-,-,-
sout2694,-,y,e,-,d,-,i,l,d,e,-
crim1257,-,-,e,k,s,-,i,r,-,-,-
gaga1249,-,-,i,-,s,-,i,r,-,-,-
nort2697,-,-,e,-,s,k,i,r,-,-,-
turk1304,-,-,i,-,s,g,i,r,-,-,-
khak1248,t,S,i,-,d,-,i,l,-,-,-
shor1247,t,S,e,-,d,-,i,r,-,-,-
west2402,-,y,i,-,t,-,e,r,-,-,-
turk1303,-,i,e,-,s,-,i,r,-,-,-
tuvi1240,t,S,e,-,d,-,i,r,-,-,-
dolg1241,-,h,e,-,t,-,e,l,-,e,-
yaku1245,-,s,e,-,t,-,e,l,-,i,n
chuv1255,-,-,i,-,z,-,3,r,-,-,-
