language,x1,x2,x3,x4,x5,x6
kumy1244,b,a,w,u,-,r
noga1249,b,a,w,u,-,r
kara1464,b,a,v,u,-,r
kara1465,b,a,w,u,-,r
kara1467,b,a,w,u,-,r
kaza1248,b,a,w,u,-,r
kirg1245,b,-,-,o,-,r
uigh1240,b,e,x,i,-,r
bash1264,b,a,w,u,-,r
midd1325,b,a,w,u,-,r
bara1273,b,a,w,u,-,r
nort2686,b,a,x,u,-,r
sout2694,b,-,-,u,-,r
oldu1238,b,a,x,u,-,r
nort2697,b,a,x,u,-,r
turk1304,b,a,x,u,-,r
sala1264,p,a,x,u,-,r
west2402,p,a,x,u,-,r
khak1248,p,a,-,-,-,r
shor1247,p,a,-,-,-,r
midd1324,p,a,-,-,-,r
tuvi1240,b,a,-,-,-,r
tofa1248,b,a,-,-,-,r
dolg1241,b,-,-,u,a,r
yaku1245,b,-,-,u,a,r
chuv1255,p,e,v,e,-,r
