language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kumy1244,-,-,-,-,-,g,-,e,-,-,N,-,-,-
noga1249,-,-,-,-,-,k,-,e,-,-,N,-,-,-
kara1464,-,-,-,-,-,k,-,e,-,-,n,-,-,-
kara1465,-,-,-,-,-,k,-,e,-,-,N,-,-,-
kara1467,-,-,-,-,-,k,-,e,-,-,N,-,-,-
kaza1248,-,-,-,-,-,k,-,e,-,-,N,-,-,-
kirg1245,-,-,-,-,-,k,-,e,-,-,N,-,-,-
uigh1240,-,-,-,-,-,k,-,E,-,-,N,-,-,-
bash1264,-,-,-,-,-,k,-,i,-,-,N,-,-,-
nort2686,-,-,-,-,-,k,-,e,-,-,N,-,-,-
sout2694,-,-,-,-,-,j,-,a,-,-,l,b,a,X
sout2694,-,-,-,-,-,k,-,e,-,-,N,-,-,-
crim1257,-,-,-,-,-,k,-,e,-,-,N,-,-,-
gaga1249,-,-,-,-,-,g,-,e,-,-,n,-,i,S
nort2697,-,-,-,-,-,g,-,e,-,-,n,-,i,S
turk1304,-,-,-,-,-,g,-,i,-,-,N,-,-,-
khak1248,-,-,-,-,-,-,-,a,-,-,l,-,u,x
khak1248,-,-,-,-,-,t,S,a,-,-,l,b,a,X
shor1247,-,-,-,-,-,t,S,a,-,-,l,b,a,q
west2402,-,-,-,-,-,k,-,e,-,-,N,-,-,-
turk1303,-,-,-,-,-,k,-,i,-,-,N,-,-,-
dolg1241,-,-,-,-,-,k,-,e,t,i,t,-,-,-
yaku1245,-,-,-,-,-,k,i,e,-,-,N,-,-,-
chuv1255,s,a,r,l,a,g,-,a,-,-,-,-,-,-
