language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,-,y,-,-,a,-,p,-,-,-
noga1249,-,q,-,-,a,-,p,-,l,a
noga1249,-,y,-,-,a,-,p,-,-,-
kara1464,-,y,-,-,a,-,p,-,-,-
kara1465,-,j,-,-,a,-,b,-,-,-
kara1467,-,Z,-,-,a,-,p,-,-,-
kaza1248,-,Z,-,-,a,-,p,-,-,-
kirg1245,-,j,-,-,a,-,b,-,-,-
uzbe1247,-,q,-,-,o,-,p,-,l,a
uzbe1247,-,y,-,-,o,-,p,-,-,-
uigh1240,-,q,-,-,a,-,p,-,l,a
bash1264,-,y,-,-,a,-,p,-,-,-
midd1325,-,y,-,-,a,-,p,-,-,-
bara1273,-,y,-,-,a,-,p,-,-,-
nort2686,-,y,-,-,a,-,p,-,-,-
sout2694,-,j,-,-,a,-,p,-,-,-
oldu1238,-,y,-,-,a,-,p,-,-,-
gaga1249,-,-,-,-,e,r,t,-,-,-
anat1259,-,-,-,-,e,r,t,-,-,-
anat1259,-,k,-,-,a,-,p,-,l,a
crim1257,-,-,-,-,e,r,t,-,-,-
crim1257,-,q,a,p,a,-,t,-,-,-
nort2697,-,-,-,-,e,r,t,-,-,-
turk1304,-,-,-,-,e,r,t,-,-,-
turk1304,-,y,-,-,a,-,p,-,-,-
sala1264,-,-,-,-,e,-,t,-,-,-
west2402,-,k,-,-,e,-,m,i,r,-
khak1248,t,S,-,-,a,-,p,-,-,-
shor1247,t,S,-,-,a,-,p,-,-,-
midd1324,t,S,-,-,a,-,p,-,-,-
tuvi1240,-,S,-,-,u,-,p,-,-,-
tofa1248,-,C,-,-,u,-,p,-,-,-
dolg1241,-,h,-,-,a,-,p,-,-,-
yaku1245,-,s,-,-,a,-,p,-,-,-
chuv1255,-,v,-,-,i,-,t,-,-,-
