language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,y,i,-,z,-,-
noga1249,-,y,i,-,z,-,-
noga1249,-,y,a,l,d,a,-
kara1464,-,y,i,-,z,-,-
kara1465,-,j,i,-,z,-,-
kara1467,-,Z,i,-,z,-,-
kaza1248,-,Z,i,-,z,-,-
kirg1245,-,s,i,-,z,-,-
uigh1240,-,-,i,-,z,-,-
bash1264,-,y,e,-,8,-,-
nort2686,-,y,i,-,s,-,-
sout2694,-,j,i,-,s,-,-
crim1257,-,y,a,l,d,a,-
gaga1249,-,-,i,-,z,-,-
nort2697,-,-,i,-,z,-,-
turk1304,-,y,i,-,z,-,-
khak1248,t,S,i,-,s,-,-
shor1247,t,S,i,-,s,-,-
sala1264,t,S,u,-,m,-,-
west2402,-,q,a,-,y,-,-
turk1303,-,k,i,-,r,u,n
tuvi1240,-,-,e,-,S,-,t
dolg1241,-,k,e,-,p,-,-
