language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kumy1244,-,e,r,-,-,g,-,-,-,i,-,-,-,S,i,-,-,-
kumy1244,-,e,r,-,-,g,-,-,-,i,-,-,-,S,i,-,-,-
kumy1244,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
noga1249,-,e,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
noga1249,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
kara1464,-,-,-,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
kara1464,-,e,r,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-
kara1464,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
kara1465,-,e,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
kara1465,-,e,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
kara1467,-,e,r,-,-,-,-,-,-,a,-,-,-,d,a,-,-,m
kara1467,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
kaza1248,-,e,r,-,-,-,-,-,-,a,-,-,-,d,a,-,-,m
kaza1248,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
kirg1245,-,e,r,-,-,k,-,-,-,e,k,k,i,S,i,-,-,-
kirg1245,-,e,r,-,-,k,-,-,-,e,k,k,i,S,i,-,-,-
uigh1240,-,E,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
uigh1240,-,E,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
uigh1240,-,E,r,-,-,k,-,-,-,E,-,-,-,k,-,-,-,-
bash1264,-,i,r,-,-,k,-,-,-,e,-,-,-,S,e,-,-,-
bash1264,-,i,r,-,-,k,-,-,-,e,-,-,-,S,e,-,-,-
nort2686,-,e,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2694,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
sout2694,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
crim1257,-,e,r,-,-,k,-,-,-,e,-,-,-,k,-,-,-,-
nort2697,-,-,-,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
turk1304,-,e,r,-,-,k,-,-,-,e,-,-,-,k,a,d,a,m
khak1248,-,i,r,-,-,k,-,-,-,i,-,-,-,z,i,-,-,-
khak1248,-,i,r,-,-,k,-,-,-,i,-,-,-,z,i,-,-,-
shor1247,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
shor1247,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
sala1264,-,E,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
sala1264,-,E,r,-,-,k,-,-,-,i,-,-,-,S,i,-,-,-
west2402,-,e,r,e,n,k,-,-,-,i,-,-,-,s,e,-,-,-
west2402,-,e,r,e,n,k,-,-,-,i,-,-,-,s,e,-,-,-
west2402,-,e,r,-,-,k,e,k,k,i,-,-,-,s,e,-,-,-
turk1303,h,E,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tuvi1240,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
tuvi1240,-,e,r,-,-,k,-,-,-,i,-,-,-,Z,i,-,-,-
dolg1241,-,e,r,-,-,k,-,-,-,i,-,-,-,h,i,-,-,-
dolg1241,-,e,r,-,-,k,-,-,-,i,-,-,-,h,i,-,-,-
yaku1245,-,e,r,-,-,k,-,-,-,i,-,-,-,h,i,-,-,-
yaku1245,-,e,r,-,-,k,-,-,-,i,-,-,-,h,i,-,-,-
chuv1255,-,a,r,-,-,-,-,-,-,-,-,-,-,Z,u,-,-,n
chuv1255,-,a,r,-,-,-,-,-,-,-,-,-,-,Z,u,-,-,n
