language,x1,x2,x3
kumy1244,-,e,l
noga1249,-,e,l
kara1464,-,e,l
kara1465,-,e,l
kara1467,-,e,l
kaza1248,-,e,l
kirg1245,-,e,l
uigh1240,-,e,l
bash1264,-,i,l
nort2686,-,e,l
sout2694,-,e,l
crim1257,-,e,l
gaga1249,-,e,l
nort2697,-,e,l
turk1304,-,e,l
khak1248,-,e,l
shor1247,-,e,l
sala1264,-,u,l
west2402,y,u,l
tuvi1240,-,e,l
dolg1241,-,e,l
yaku1245,-,e,l
chuv1255,v,i,l
