language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,-,i,-,t,-,i,-,-,-
noga1249,-,-,-,-,e,-,t,k,i,r,-,-
kara1464,-,-,-,-,i,-,t,-,i,-,-,-
kara1465,-,-,-,j,i,-,t,-,i,-,-,-
kara1467,-,-,-,-,e,-,t,k,i,r,-,-
kaza1248,-,-,-,-,e,-,t,k,i,r,-,-
kirg1245,-,-,-,-,-,-,-,q,u,r,t,S
kirg1245,-,-,-,-,e,-,t,k,i,r,-,-
uzbe1247,-,-,-,-,o,-,t,k,i,r,-,-
uigh1240,-,-,-,-,e,-,t,k,i,r,-,-
bash1264,-,-,-,-,i,-,t,k,e,r,-,-
midd1325,-,-,-,-,i,-,t,k,e,n,-,-
nort2686,-,-,-,-,e,-,t,k,i,r,-,-
sout2694,-,-,-,-,-,-,-,q,u,r,t,S
sout2694,-,-,-,-,e,-,t,k,i,r,-,-
oldu1238,-,-,-,y,i,-,t,-,i,-,-,-
gaga1249,-,-,-,k,e,-,s,k,i,n,-,-
anat1259,-,-,-,k,e,-,s,k,i,n,-,-
crim1257,-,-,-,k,e,-,s,k,i,n,-,-
nort2697,-,-,-,-,i,-,t,-,i,-,-,-
turk1304,-,-,-,y,i,-,t,-,i,-,-,-
west2402,-,-,-,-,u,S,t,-,u,x,-,-
khak1248,t,-,-,S,i,-,t,-,i,g,-,-
shor1247,t,-,-,S,i,-,d,-,i,g,-,-
midd1324,t,-,-,S,i,-,d,-,i,x,-,-
tuvi1240,t,-,-,S,i,-,d,-,i,g,-,-
tofa1248,-,-,-,C,i,-,t,-,i,-,-,-
turk1303,k,E,s,g,i,-,l,-,i,-,-,-
turk1303,-,-,-,y,i,-,t,d,i,-,-,-
dolg1241,-,-,-,h,u,-,t,-,u,-,-,-
yaku1245,-,-,-,s,u,-,t,-,u,-,-,-
chuv1255,-,-,-,S,i,-,v,-,3,C,-,-
