language,x1,x2,x3,x4,x5,x6
kumy1244,b,u,-,z,-,-
noga1249,b,u,-,z,-,-
kara1464,b,u,-,z,-,-
kara1465,b,u,-,z,-,-
kara1467,m,u,-,z,-,-
kaza1248,m,u,-,z,-,-
kirg1245,m,u,-,z,-,-
uigh1240,m,u,-,z,-,-
bash1264,b,o,-,8,-,-
nort2686,b,u,-,s,-,-
sout2694,t,o,-,S,-,-
crim1257,b,u,-,z,-,-
gaga1249,b,u,-,z,-,-
nort2697,b,u,-,z,-,-
turk1304,b,u,-,z,-,-
khak1248,p,u,-,s,-,-
shor1247,m,u,-,s,-,-
sala1264,t,o,N,s,-,u
west2402,p,u,-,z,-,-
turk1303,b,u,-,z,a,q
tuvi1240,d,o,-,S,-,-
dolg1241,b,u,-,s,-,-
yaku1245,m,u,-,s,-,-
chuv1255,p,o,-,r,-,-
