language,x1,x2,x3,x4,x5
kumy1244,b,u,l,u,t
noga1249,b,u,l,u,t
kara1464,b,u,l,u,t
kara1465,b,u,l,u,t
kara1467,b,u,l,-,t
kaza1248,b,u,l,-,t
kirg1245,b,u,l,u,t
uzbe1247,b,u,l,u,t
uigh1240,b,u,l,u,t
bash1264,b,o,l,o,t
midd1325,b,o,l,u,t
bara1273,p,o,l,o,t
nort2686,p,u,l,u,t
sout2694,b,u,l,u,t
oldu1238,b,u,l,u,t
gaga1249,b,u,l,u,t
anat1259,b,u,l,u,t
crim1257,b,u,l,u,t
nort2697,b,u,l,u,t
turk1304,b,u,l,u,t
sala1264,p,u,l,u,t
west2402,p,u,l,u,t
khak1248,p,u,l,u,t
shor1247,p,u,l,u,t
midd1324,p,u,l,u,t
tuvi1240,b,u,l,u,t
tofa1248,b,u,l,u,t
turk1303,b,u,l,u,t
dolg1241,b,u,l,u,t
yaku1245,b,u,l,u,t
chuv1255,p,e,l,e,t
