language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,n,-,e,y,-,-,-,e,r,d,e
kumy1244,n,-,e,y,-,-,-,e,r,d,e
kumy1244,q,-,a,y,-,-,-,-,-,d,a
noga1249,q,-,a,y,-,-,-,e,r,d,e
noga1249,q,-,a,y,-,-,-,-,-,d,a
kara1464,k,-,a,y,-,-,-,-,-,d,a
kara1465,q,-,a,y,-,-,-,-,-,d,a
kara1467,q,-,a,y,-,-,Z,e,r,d,e
kara1467,q,-,a,y,-,-,-,-,-,d,a
kaza1248,q,-,a,y,-,-,-,-,-,d,a
kirg1245,q,-,a,y,-,-,-,-,-,d,a
uzbe1247,q,-,a,y,-,-,-,e,r,d,a
uzbe1247,q,-,a,y,-,-,-,e,r,d,a
uigh1240,q,-,a,y,s,i,y,e,r,d,e
uigh1240,q,-,e,-,-,-,-,-,-,n,i
bash1264,q,-,a,y,-,-,-,-,-,8,a
midd1325,q,-,a,y,-,-,-,-,-,d,a
bara1273,q,-,a,y,-,-,-,-,-,d,a
nort2686,q,-,a,y,-,-,-,-,-,t,-
sout2694,q,-,a,y,-,-,-,-,-,d,a
oldu1238,q,-,a,y,-,-,-,u,-,d,a
gaga1249,n,-,e,r,-,-,-,e,-,d,i
anat1259,n,-,e,r,-,-,-,e,-,d,e
crim1257,n,-,e,y,-,-,-,e,r,d,e
crim1257,n,-,e,y,-,-,-,e,r,d,e
crim1257,q,-,a,y,-,-,-,-,-,d,a
nort2697,h,-,a,r,-,-,-,a,-,d,a
turk1304,n,-,i,r,-,-,-,e,-,d,e
sala1264,q,-,a,y,-,-,-,-,-,d,a
west2402,q,-,a,y,-,-,-,-,-,t,a
khak1248,X,-,a,y,-,-,-,-,-,d,a
shor1247,q,-,a,y,-,-,-,-,-,d,a
midd1324,q,-,a,y,-,-,-,-,-,d,a
tuvi1240,q,-,a,y,-,-,-,-,-,d,a
tofa1248,q,-,a,y,-,-,-,-,-,d,a
turk1303,n,i,e,-,-,-,-,-,-,r,E
turk1303,q,-,a,-,-,-,-,-,-,-,-
dolg1241,k,-,a,-,-,-,-,-,-,n,a
yaku1245,X,-,a,-,-,-,-,-,-,n,a
chuv1255,-,-,3,S,-,-,-,-,-,t,a
