language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,q,a,-,-,y,-,-,s,u,-
noga1249,q,a,-,-,y,s,u,s,u,-
kara1464,q,a,-,-,y,-,-,s,u,-
kara1465,q,a,-,-,y,-,-,s,u,-
kara1467,q,a,-,-,y,s,u,s,u,-
kaza1248,q,a,-,-,y,s,u,s,u,-
kirg1245,q,a,-,-,y,-,-,s,u,-
uigh1240,q,a,-,-,y,-,-,s,i,-
bash1264,q,a,-,-,y,-,-,h,u,-
nort2686,q,a,-,-,y,-,a,z,u,-
sout2694,k,a,-,-,Z,-,-,-,u,-
crim1257,-,a,n,g,i,-,-,s,i,-
crim1257,q,a,-,-,y,-,-,s,u,-
gaga1249,-,a,n,-,g,-,u,s,u,-
nort2697,h,a,-,-,n,-,-,s,u,-
turk1304,h,a,-,-,y,-,-,s,u,-
khak1248,X,a,-,-,y,-,-,z,u,-
shor1247,q,a,-,-,y,-,-,z,u,-
sala1264,q,a,-,-,y,-,-,s,u,-
west2402,q,a,-,-,y,-,-,s,u,-
tuvi1240,q,a,-,-,y,-,u,z,u,-
dolg1241,k,a,-,-,h,-,-,-,u,s
yaku1245,X,a,-,-,y,-,-,-,a,-
chuv1255,X,o,-,-,Z,-,-,-,o,-
