language,x1,x2,x3,x4,x5
kumy1244,q,-,a,z,-
noga1249,q,-,a,z,u
kara1464,k,-,a,z,-
kara1465,q,-,a,z,-
kara1467,q,-,a,z,-
kaza1248,q,-,a,z,-
kirg1245,q,-,a,z,-
uzbe1247,q,-,a,z,i
uigh1240,q,-,a,z,-
bash1264,q,-,a,8,-
midd1325,q,-,a,z,-
bara1273,q,-,a,s,-
nort2686,q,-,a,s,-
sout2694,q,-,a,s,-
oldu1238,q,-,a,z,-
gaga1249,k,-,a,z,-
anat1259,k,-,a,z,-
crim1257,q,-,a,z,-
nort2697,G,-,a,z,u
turk1304,G,-,a,z,-
sala1264,q,-,a,z,u
west2402,q,-,a,z,-
khak1248,X,-,a,s,-
shor1247,q,-,a,s,-
midd1324,q,-,a,s,-
tuvi1240,q,-,a,z,-
tofa1248,q,-,a,z,-
turk1303,q,-,a,z,-
dolg1241,k,-,a,s,-
yaku1245,X,-,a,s,-
chuv1255,t,S,a,v,-
