language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,t,-,-,i,-,z,-,-
noga1249,t,-,-,u,w,r,a,-
kara1464,d,-,-,o,x,r,u,-
kara1465,t,-,-,i,-,z,-,-
kara1467,t,-,-,u,w,r,u,-
kaza1248,t,-,-,i,-,z,u,-
kirg1245,t,-,-,i,-,z,-,-
uigh1240,t,-,-,o,x,r,i,-
bash1264,t,-,-,e,-,8,-,-
bash1264,t,-,-,u,-,r,a,-
nort2686,t,-,-,i,-,s,-,-
sout2694,t,-,-,i,-,s,-,-
crim1257,d,-,-,o,x,r,u,-
gaga1249,d,-,-,o,-,r,u,-
nort2697,d,-,-,i,-,z,-,-
turk1304,g,-,-,e,-,n,i,-
khak1248,k,e,n,i,-,-,-,-
shor1247,t,-,-,i,-,s,-,-
sala1264,t,-,-,i,-,z,e,r
west2402,t,-,-,o,-,z,-,-
tuvi1240,d,-,-,o,-,r,t,-
dolg1241,k,-,-,e,-,n,e,-
yaku1245,k,-,-,e,-,n,e,-
chuv1255,t,-,-,i,-,r,i,-
