language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,t,-,-,u,r,n,a,q
noga1249,t,-,-,u,r,n,a,q
kara1464,t,-,-,u,r,n,a,k
kara1465,t,-,-,u,r,n,a,q
kara1467,t,-,-,u,r,n,a,q
kaza1248,t,-,-,u,r,n,a,q
kirg1245,t,-,-,u,r,m,a,q
uzbe1247,t,-,-,i,r,n,o,q
uigh1240,t,-,-,i,r,m,a,q
bash1264,t,-,-,u,r,n,a,q
midd1325,t,-,-,u,r,n,a,q
nort2686,t,-,-,u,r,b,a,q
nort2686,t,-,-,u,r,x,a,q
sout2694,t,-,-,u,r,m,a,X
oldu1238,t,-,-,u,r,N,a,q
gaga1249,t,-,-,u,r,n,a,k
anat1259,t,-,-,u,r,n,a,k
crim1257,t,-,-,u,r,n,a,q
nort2697,d,-,-,u,r,n,a,G
turk1304,d,-,-,u,r,n,a,q
sala1264,t,-,-,u,r,n,a,X
west2402,t,-,-,a,r,m,a,q
khak1248,t,-,-,u,r,x,a,X
shor1247,t,-,-,u,r,b,a,q
midd1324,t,-,-,3,r,x,a,q
tuvi1240,d,-,-,u,r,x,a,q
tofa1248,d,-,-,u,r,b,a,q
turk1303,t,-,-,u,r,n,a,q
dolg1241,t,u,N,u,r,-,a,k
yaku1245,t,u,N,u,r,-,a,X
chuv1255,t,-,S,i,r,n,e,-
