language,x1,x2,x3,x4,x5,x6
kumy1244,q,u,z,u,l,-
noga1249,q,u,z,u,l,-
kara1464,k,u,z,u,l,-
kara1465,q,u,z,u,l,-
kara1467,q,u,z,u,l,-
kaza1248,q,u,z,u,l,-
kirg1245,q,u,z,u,l,-
uzbe1247,q,i,z,i,l,-
uigh1240,q,i,z,i,l,-
bash1264,q,u,8,u,l,-
midd1325,q,u,z,u,l,-
bara1273,q,u,z,u,l,-
nort2686,q,u,z,u,l,-
sout2694,q,u,z,u,l,-
oldu1238,q,u,z,u,l,-
crim1257,k,u,z,i,l,-
turk1304,G,u,z,u,l,-
sala1264,q,u,s,u,l,-
west2402,q,u,z,u,l,-
khak1248,X,u,z,u,l,-
shor1247,q,u,z,u,l,-
midd1324,q,i,z,i,l,-
tuvi1240,q,u,z,u,l,-
tofa1248,q,u,z,u,l,-
turk1303,q,u,z,u,l,-
dolg1241,k,u,h,u,l,-
yaku1245,k,u,h,u,l,-
chuv1255,X,i,r,-,l,i
