language,x1,x2,x3,x4,x5,x6
kumy1244,-,-,q,a,r,a
noga1249,-,-,q,a,r,a
kara1464,-,-,b,a,k,-
kara1465,-,-,q,a,r,a
kara1467,-,-,q,a,r,a
kaza1248,-,-,q,a,r,a
kirg1245,-,-,q,a,r,a
uigh1240,-,-,q,a,r,a
bash1264,-,-,q,a,r,a
nort2686,b,a,q,-,-,-
nort2686,-,-,k,e,r,-
sout2694,-,-,k,e,r,-
crim1257,-,-,b,a,q,-
gaga1249,-,-,b,a,k,-
nort2697,-,-,b,a,X,-
turk1304,-,-,b,a,q,-
khak1248,-,-,k,e,r,-
shor1247,-,-,k,e,r,-
sala1264,-,-,p,a,X,-
west2402,-,-,q,a,r,a
turk1303,v,a,q,-,-,-
tuvi1240,-,-,k,e,r,-
dolg1241,-,-,k,e,r,-
yaku1245,-,-,k,e,r,-
chuv1255,-,-,p,3,X,-
