language,x1,x2,x3
kumy1244,b,a,S
noga1249,b,a,s
kara1464,b,a,S
kara1465,b,a,S
kaza1248,b,a,s
kirg1245,b,a,S
uigh1240,b,a,S
bash1264,b,a,S
nort2686,b,a,S
sout2694,b,a,S
crim1257,b,a,S
gaga1249,b,a,S
nort2697,b,a,S
khak1248,p,a,s
shor1247,p,a,S
sala1264,p,a,S
west2402,p,a,S
turk1303,b,a,S
tuvi1240,b,a,S
dolg1241,b,a,s
yaku1245,b,a,s
chuv1255,p,u,S
