language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,-,u,l,-,-,l,u,-,-,-
noga1249,-,i,y,k,e,n,-,-,-,-
kara1464,b,i,-,-,-,y,i,k,-,-
kara1464,-,u,l,-,-,l,u,-,-,-
kara1465,-,u,l,-,-,l,u,-,-,-
kara1467,-,i,l,k,e,n,-,-,-,-
kaza1248,-,i,l,k,e,n,-,-,-,-
bara1273,-,u,-,-,-,l,u,-,-,-
oldu1238,b,e,-,-,-,d,i,k,-,-
oldu1238,-,u,-,-,-,l,u,x,-,-
gaga1249,b,i,-,-,-,-,i,k,-,-
anat1259,b,i,-,-,-,y,i,k,-,-
crim1257,b,i,-,-,-,y,i,k,-,-
nort2697,b,e,-,-,-,y,i,k,-,-
turk1304,-,u,-,-,-,l,u,-,-,-
sala1264,-,u,l,-,-,l,u,-,-,-
west2402,p,e,-,-,-,z,i,k,-,-
khak1248,-,u,-,-,-,l,u,x,-,-
shor1247,-,u,-,-,-,l,u,x,-,-
midd1324,-,u,-,-,-,l,u,x,-,-
tuvi1240,-,u,-,-,-,l,u,x,-,-
tofa1248,-,u,-,-,-,l,u,x,-,-
turk1303,b,i,-,-,-,d,i,k,-,-
dolg1241,-,u,-,-,-,l,a,k,a,n
yaku1245,-,u,-,-,-,l,a,X,a,n
chuv1255,p,u,-,-,-,z,3,k,-,-
