language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,i,-,r,i,n,-
noga1249,-,i,-,r,i,n,-
kara1464,-,i,-,r,i,n,-
kara1465,-,i,-,r,i,n,-
kara1467,-,i,-,r,i,N,-
kaza1248,-,i,-,r,i,N,-
kirg1245,-,i,-,r,i,N,-
uzbe1247,y,i,-,r,i,N,-
uigh1240,Z,i,-,r,i,N,-
bash1264,-,e,-,r,e,n,-
midd1325,-,e,-,r,e,n,-
bara1273,-,E,-,r,E,N,-
sout2694,-,i,-,r,i,N,-
oldu1238,y,i,-,r,i,N,-
gaga1249,-,i,y,r,i,n,-
anat1259,-,i,-,r,i,n,-
crim1257,-,i,-,r,i,n,-
nort2697,-,i,-,r,i,n,-
turk1304,-,i,-,r,i,N,-
sala1264,y,i,-,r,e,N,-
khak1248,-,i,-,r,i,N,-
shor1247,-,i,-,r,i,N,-
tuvi1240,-,i,-,r,i,N,-
tofa1248,-,i,-,r,i,N,-
yaku1245,-,i,-,r,i,N,e
chuv1255,p,i,-,r,-,-,-
