language,x1,x2,x3,x4,x5
kumy1244,t,a,S,-,-
noga1249,t,a,s,-,-
kara1464,t,a,S,-,-
kara1465,t,a,S,-,-
kara1467,t,a,s,-,-
kaza1248,t,a,s,-,-
kirg1245,t,a,S,-,-
uzbe1247,t,o,S,-,-
uigh1240,t,a,S,-,-
bash1264,t,a,S,-,-
midd1325,t,a,S,-,-
bara1273,t,a,S,-,-
nort2686,t,a,S,-,-
sout2694,t,a,S,-,-
oldu1238,t,a,S,-,-
gaga1249,t,a,S,-,-
anat1259,t,a,S,-,-
crim1257,t,a,S,-,-
nort2697,d,a,S,-,-
turk1304,d,a,S,-,-
sala1264,t,a,S,-,-
west2402,t,a,s,-,-
khak1248,t,a,s,-,-
shor1247,t,a,S,-,-
midd1324,t,a,s,-,-
tuvi1240,d,a,S,-,-
tofa1248,d,a,S,-,-
turk1303,t,a,S,-,-
dolg1241,t,a,s,-,-
yaku1245,t,a,s,-,-
chuv1255,t,-,S,u,l
