language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,k,-,e,p,-,-
noga1249,-,k,-,e,p,-,-
kara1464,-,k,-,e,p,-,-
kara1465,-,k,-,e,b,-,-
kara1467,-,k,-,e,p,-,-
kaza1248,-,k,-,e,p,-,-
kirg1245,-,k,-,e,p,-,-
uzbe1247,-,k,-,o,p,-,-
uigh1240,-,k,-,e,p,-,-
bash1264,-,k,-,i,p,-,-
midd1325,-,k,-,i,p,-,-
bara1273,-,k,-,e,p,-,-
nort2686,-,k,-,e,p,-,-
sout2694,-,k,-,e,p,-,-
oldu1238,i,k,-,i,S,-,-
gaga1249,-,t,S,o,k,-,-
anat1259,-,t,S,o,k,-,-
crim1257,-,t,S,o,q,-,-
nort2697,-,-,C,o,X,-,-
turk1304,-,k,-,e,p,-,-
sala1264,-,k,-,o,p,-,-
west2402,-,k,-,e,p,-,-
khak1248,-,k,-,e,p,-,-
shor1247,-,k,-,e,p,-,-
midd1324,-,k,-,o,p,-,y
tuvi1240,-,X,-,e,y,-,-
tofa1248,-,k,-,e,p,e,y
dolg1241,i,g,-,i,s,-,-
