language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,-,-,-,t,a,m,u,r,-,-,-
noga1249,-,-,-,t,a,m,u,r,-,-,-
kara1464,-,-,-,t,a,m,u,r,-,-,-
kara1465,-,-,-,t,a,m,u,r,-,-,-
kara1467,-,-,-,t,a,m,u,r,-,-,-
kaza1248,-,-,-,t,a,m,u,r,-,-,-
kirg1245,-,-,-,t,a,m,u,r,-,-,-
uigh1240,y,i,l,t,-,-,i,z,-,-,-
uigh1240,-,-,-,t,o,m,u,r,-,-,-
bash1264,-,-,-,t,a,m,u,r,-,-,-
nort2686,-,-,-,t,a,z,u,l,-,-,-
sout2694,-,-,-,t,a,z,u,l,-,-,-
crim1257,-,-,-,t,a,m,u,r,-,-,-
gaga1249,-,-,-,k,e,-,-,k,-,-,-
nort2697,-,-,-,k,e,-,-,k,-,-,-
turk1304,-,-,-,k,e,-,-,k,-,-,-
shor1247,-,-,-,t,a,z,u,l,-,-,-
shor1247,-,-,-,t,-,S,u,l,t,u,s
sala1264,-,-,-,-,o,z,e,X,-,-,-
west2402,y,u,l,t,-,-,u,s,-,-,-
tuvi1240,-,-,-,d,a,z,u,l,-,-,-
dolg1241,-,-,-,h,-,-,i,l,-,i,s
yaku1245,-,-,-,s,-,-,i,l,-,i,s
chuv1255,-,-,-,t,u,m,a,r,-,-,-
