language,x1,x2,x3,x4,x5,x6
kumy1244,b,i,-,y,i,k
noga1249,b,i,-,y,i,k
kara1464,b,i,-,y,i,k
kara1465,m,i,-,y,i,k
kara1467,b,i,-,y,i,k
kaza1248,b,i,-,y,i,k
kirg1245,b,i,-,y,i,k
uigh1240,-,e,-,g,i,z
bash1264,b,e,-,y,e,k
nort2686,-,e,-,s,-,-
sout2694,b,i,-,y,i,k
crim1257,y,i,k,s,e,k
gaga1249,-,i,-,s,e,k
nort2697,y,i,k,s,E,k
turk1304,b,e,-,y,i,k
khak1248,p,e,-,z,i,k
shor1247,m,e,-,z,i,k
sala1264,p,i,-,X,i,-
west2402,-,u,r,l,i,x
tuvi1240,b,e,-,d,i,k
dolg1241,-,i,r,d,i,k
yaku1245,-,i,r,d,i,k
chuv1255,S,i,-,l,i,-
