language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,t,-,a,-,-,-,r,-,-,-,t,-
noga1249,t,-,a,-,-,-,r,-,-,-,t,-
kara1464,t,-,a,-,-,-,r,-,-,-,t,-
kara1465,t,-,a,-,-,-,r,-,-,-,t,-
kara1467,t,-,a,-,-,-,r,-,-,-,t,-
kaza1248,t,-,a,-,-,-,r,-,-,-,t,-
kirg1245,t,-,a,-,-,-,r,-,-,-,t,-
uzbe1247,y,-,a,-,-,-,n,-,-,-,t,S
uzbe1247,t,-,o,-,-,-,r,-,-,-,t,-
uigh1240,t,-,a,-,-,-,r,-,-,-,t,-
bash1264,t,-,a,-,-,-,r,-,-,-,t,-
midd1325,t,-,a,-,-,-,r,-,-,-,t,-
bara1273,t,-,a,-,-,-,r,-,-,-,t,-
nort2686,t,-,e,-,-,-,r,b,e,-,n,e
sout2694,t,-,e,-,-,-,r,m,e,n,d,e
oldu1238,y,-,a,-,-,-,n,-,-,-,t,S
anat1259,-,-,e,-,-,-,v,-,i,-,t,-
crim1257,t,S,e,-,-,-,-,-,-,-,k,-
nort2697,-,-,i,-,-,-,y,-,i,-,t,-
turk1304,-,-,i,-,-,-,w,-,e,-,-,-
west2402,-,-,u,-,-,-,x,-,-,-,-,-
khak1248,t,-,a,-,-,-,r,-,-,-,t,-
shor1247,t,-,a,-,-,-,r,-,-,-,t,-
tuvi1240,d,-,e,-,-,-,r,b,e,-,l,e
tofa1248,t,-,e,-,-,-,r,m,e,-,l,e
dolg1241,-,-,i,l,b,i,r,-,i,-,t,-
yaku1245,t,-,a,-,-,-,r,-,-,-,t,-
chuv1255,-,-,a,-,v,3,r,-,-,-,-,-
