language,x1,x2,x3,x4,x5
kumy1244,b,-,-,e,S
noga1249,b,-,-,e,s
kara1464,b,-,-,e,S
kara1465,b,-,-,e,S
kara1467,b,-,-,e,s
kaza1248,b,-,-,e,s
kirg1245,b,-,-,e,S
uzbe1247,b,-,-,e,S
uigh1240,b,-,-,E,S
bash1264,b,-,-,e,S
midd1325,b,-,-,i,S
bara1273,p,-,-,e,S
nort2686,p,-,-,e,S
sout2694,b,-,-,e,S
oldu1238,b,-,-,e,S
gaga1249,b,-,-,e,S
anat1259,b,-,-,e,S
crim1257,b,-,-,e,S
nort2697,b,-,-,e,S
turk1304,b,-,-,E,S
sala1264,p,-,-,e,S
west2402,p,-,-,i,s
khak1248,p,-,-,i,s
shor1247,p,-,-,e,S
midd1324,p,-,-,E,s
tuvi1240,b,-,-,e,S
tofa1248,b,-,-,e,S
turk1303,b,-,-,i,S
dolg1241,b,i,-,e,s
yaku1245,b,i,-,e,s
chuv1255,p,i,l,i,k
