language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,-,-,-,n,-,-,e,-
noga1249,-,-,-,n,-,-,e,-
kara1464,-,-,-,n,-,-,e,-
kara1465,-,-,-,n,-,-,e,-
kara1467,-,-,-,n,-,-,e,-
kaza1248,-,-,-,n,-,-,e,-
kirg1245,e,m,-,n,-,-,e,-
uigh1240,-,-,-,n,i,m,E,-
bash1264,-,-,-,n,-,-,i,-
nort2686,-,-,-,n,-,-,e,-
sout2694,-,-,-,n,e,m,e,-
crim1257,-,-,-,n,-,-,e,-
gaga1249,-,-,-,n,-,-,e,-
nort2697,-,-,-,n,-,-,E,-
turk1304,-,-,-,n,E,m,e,-
khak1248,-,-,-,n,i,m,e,-
shor1247,-,-,-,n,-,-,o,-
sala1264,-,-,-,n,-,-,E,-
west2402,-,-,-,n,-,-,i,-
turk1303,-,-,-,n,E,s,E,-
tuvi1240,-,-,-,C,-,-,i,-
yaku1245,-,-,-,t,u,-,o,X
chuv1255,-,m,i,n,-,-,-,-
