language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,t,-,-,e,-,-,g,i,S,-,-,-
noga1249,t,-,-,e,-,-,g,i,s,-,-,-
kara1464,t,-,-,-,-,-,-,i,z,-,-,-
kara1465,s,-,-,-,-,-,-,u,y,d,a,m
kara1467,t,-,-,e,-,-,g,i,s,-,-,-
kaza1248,t,-,-,e,-,-,g,i,s,-,-,-
kirg1245,t,-,-,e,-,-,g,i,z,-,-,-
uzbe1247,s,-,-,i,-,-,l,i,q,-,-,-
uzbe1247,t,-,-,e,-,-,k,i,s,-,-,-
uigh1240,s,-,-,i,-,-,l,i,q,-,-,-
uigh1240,t,-,-,-,-,-,-,i,z,-,-,-
uigh1240,t,-,-,e,-,-,q,i,s,-,-,-
bash1264,t,-,-,i,-,-,g,e,8,-,-,-
bara1273,t,-,-,a,-,-,q,u,r,-,-,-
nort2686,t,-,-,-,-,-,-,i,s,-,-,-
sout2694,t,-,-,-,-,-,-,i,s,-,-,-
gaga1249,d,-,-,-,-,-,-,i,z,-,-,-
anat1259,d,-,-,-,-,-,-,i,z,-,-,-
crim1257,t,-,-,e,-,-,g,i,z,-,-,-
turk1304,t,-,-,e,-,-,k,i,z,-,-,-
sala1264,t,-,-,-,-,-,-,i,z,-,-,-
west2402,t,-,-,-,-,-,-,i,s,-,-,-
khak1248,t,-,-,-,-,-,-,i,s,-,-,-
shor1247,s,u,l,a,-,-,x,a,y,-,-,-
tuvi1240,q,u,l,a,-,-,N,-,-,-,-,-
tofa1248,k,i,l,e,-,-,g,e,r,-,-,-
dolg1241,t,-,-,e,n,i,g,i,r,-,-,-
yaku1245,k,u,l,a,-,-,k,a,y,-,-,-
chuv1255,y,-,-,a,-,-,g,a,-,-,-,-
