language,x1,x2,x3
kumy1244,-,o,t
noga1249,-,o,t
kara1464,-,o,t
kara1465,-,o,t
kara1467,-,o,t
kaza1248,-,o,t
kirg1245,-,o,t
uigh1240,-,o,t
bash1264,-,u,t
midd1325,-,u,t
bara1273,-,o,t
nort2686,-,o,t
sout2694,-,o,t
oldu1238,-,o,t
nort2697,-,o,d
turk1304,-,o,t
sala1264,-,o,t
west2402,-,o,t
khak1248,-,o,t
shor1247,-,o,t
midd1324,-,o,t
tuvi1240,-,o,t
tofa1248,-,o,t
turk1303,h,u,t
dolg1241,u,o,t
yaku1245,u,o,t
chuv1255,v,u,t
