language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,-,i,f,i,r,-,-,-
kumy1244,-,e,-,-,S,-,-,-
noga1249,-,i,-,-,r,-,-,-
noga1249,-,e,-,-,s,-,-,-
kara1464,-,i,-,-,r,-,-,-
kara1465,-,i,-,-,r,-,-,-
kara1467,-,i,p,-,l,-,e,-
kara1467,-,i,-,-,r,l,e,-
kara1467,-,e,-,-,s,-,-,-
kaza1248,s,o,-,-,q,-,-,-
kaza1248,-,i,-,-,r,l,e,-
kirg1245,-,i,y,-,l,-,e,-
kirg1245,-,-,-,-,s,-,o,q
uigh1240,p,i,-,-,d,-,E,-
uigh1240,-,E,-,-,s,-,-,-
bash1264,-,e,-,-,r,-,-,-
bash1264,-,i,-,-,8,-,-,-
nort2686,k,i,-,-,r,-,-,-
sout2694,s,o,-,-,q,-,-,-
sout2694,-,i,-,-,r,-,-,-
crim1257,-,i,f,i,r,-,-,-
crim1257,-,e,s,-,-,-,-,-
gaga1249,-,i,f,-,l,-,e,-
gaga1249,-,e,s,-,-,-,-,-
nort2697,-,i,f,i,r,-,-,-
nort2697,-,E,s,-,-,-,-,-
turk1304,-,i,f,-,l,-,e,-
turk1304,-,e,s,-,-,-,-,-
khak1248,-,i,b,i,r,-,-,-
khak1248,-,i,-,-,r,-,-,-
shor1247,-,i,b,i,r,-,-,-
sala1264,f,i,-,-,r,-,-,-
west2402,p,u,-,-,t,-,e,-
west2402,-,e,-,-,n,-,e,t
turk1303,p,u,f,-,l,-,a,-
turk1303,h,E,s,-,-,-,-,-
tuvi1240,X,a,-,-,d,-,u,-
tuvi1240,-,i,-,-,r,-,-,-
dolg1241,-,i,-,-,r,-,-,-
yaku1245,-,i,-,-,r,-,-,-
chuv1255,v,e,-,-,r,-,-,-
