language,x1,x2,x3,x4,x5,x6
kumy1244,-,-,e,m,-,-
kumy1244,s,-,o,r,-,-
noga1249,-,-,e,m,-,-
noga1249,s,-,o,r,-,-
kara1464,-,-,e,m,-,-
kara1465,-,-,e,m,-,-
kara1467,-,-,e,m,-,-
kara1467,s,-,o,r,-,-
kaza1248,-,-,e,m,-,-
kaza1248,s,-,o,r,-,-
kirg1245,-,-,e,m,-,-
kirg1245,s,-,o,r,-,-
uzbe1247,-,-,e,m,-,-
uzbe1247,s,-,o,r,-,-
uigh1240,-,-,E,m,-,-
uigh1240,S,-,o,r,-,a
bash1264,-,-,i,m,-,-
bash1264,h,-,u,r,-,-
midd1325,-,-,i,m,-,-
midd1325,s,u,u,r,-,-
nort2686,-,-,e,p,-,-
nort2686,s,-,o,r,-,-
sout2694,-,-,e,m,-,-
sout2694,s,-,o,r,-,-
oldu1238,s,-,o,r,-,-
gaga1249,-,-,e,m,-,-
anat1259,-,-,e,m,-,-
crim1257,-,-,e,m,-,-
nort2697,-,-,E,m,-,-
nort2697,s,-,o,r,-,-
turk1304,-,-,e,m,-,-
turk1304,s,-,o,r,-,-
west2402,-,-,e,m,-,-
khak1248,-,-,e,m,-,-
khak1248,s,-,o,r,-,-
shor1247,-,-,e,m,-,-
shor1247,s,-,o,r,-,-
midd1324,-,-,E,m,-,-
midd1324,s,-,o,r,-,-
tuvi1240,-,-,e,m,-,-
tuvi1240,s,-,o,r,-,-
tofa1248,-,-,e,m,-,-
tofa1248,s,-,o,r,-,-
turk1303,-,-,E,m,-,-
turk1303,s,u,o,r,-,-
dolg1241,-,-,o,b,o,r
dolg1241,-,-,e,m,-,-
yaku1245,-,-,o,b,o,r
yaku1245,-,-,e,m,-,-
chuv1255,-,-,e,m,-,-
