language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,-,n,-,e,t,S,i,k,-
noga1249,q,a,-,-,l,-,a,-,-,y,-,-
kara1464,-,-,-,-,n,-,e,t,S,i,k,-
kara1465,q,a,-,-,l,-,a,-,-,y,-,-
kara1467,q,a,-,-,l,-,a,-,-,y,-,-
kaza1248,q,a,-,-,l,-,a,-,-,y,-,-
kirg1245,q,a,n,-,d,-,a,-,-,y,-,-
uigh1240,-,-,n,e,t,S,u,-,-,q,-,-
uigh1240,q,a,n,-,d,-,a,-,-,q,-,-
bash1264,n,i,-,-,s,-,e,-,-,k,-,-
bash1264,q,a,-,-,l,-,a,-,-,y,-,-
nort2686,q,a,n,a,y,-,u,-,-,p,-,-
sout2694,q,a,n,-,d,-,u,-,-,y,-,-
crim1257,-,-,n,-,-,-,a,-,s,u,l,-
gaga1249,-,-,n,-,-,-,e,-,-,-,-,-
nort2697,-,-,n,-,-,-,e,t,S,E,-,-
turk1304,-,-,n,-,-,-,E,-,h,i,l,i
khak1248,X,a,y,-,d,-,i,-,-,-,-,-
shor1247,q,a,y,-,d,-,e,-,-,-,-,-
sala1264,-,-,n,e,t,S,u,-,-,X,-,-
west2402,-,-,n,-,-,-,a,-,-,x,-,u
turk1303,-,-,n,E,t,-,E,-,-,y,d,E
tuvi1240,q,a,n,-,t,S,a,-,-,p,-,-
dolg1241,k,a,y,-,t,-,a,-,-,k,-,-
yaku1245,X,a,y,-,d,-,a,-,-,X,-,-
chuv1255,m,3,n,-,l,-,e,-,-,-,-,-
