language,x1,x2,x3,x4,x5,x6
kumy1244,b,i,-,-,t,-
noga1249,b,i,-,y,t,-
kara1464,b,i,-,-,t,-
kara1465,b,i,-,-,t,-
kara1467,b,i,-,y,t,-
kaza1248,b,i,-,-,t,-
kirg1245,b,i,-,-,t,-
uzbe1247,b,i,-,-,t,-
uigh1240,p,i,-,-,t,-
bash1264,b,e,-,-,t,-
midd1325,b,e,-,-,t,-
nort2686,p,i,-,y,t,-
sout2694,b,i,-,y,t,-
oldu1238,b,i,-,-,t,-
anat1259,b,i,-,-,t,-
crim1257,b,i,-,-,t,-
nort2697,b,i,-,-,t,-
turk1304,b,i,-,-,t,-
sala1264,p,i,t,S,t,-
west2402,p,u,-,S,t,-
khak1248,p,i,-,-,t,-
shor1247,p,i,-,-,t,-
midd1324,p,i,-,-,t,-
tuvi1240,b,u,-,-,t,-
tofa1248,b,u,-,-,t,-
turk1303,b,i,-,-,t,-
yaku1245,b,u,-,-,t,-
chuv1255,p,u,-,y,d,3
